product_id,product_name,category_id,category_name,total_revenue
prod_04335,Optional Didactic Benchmark,cat_011,Spence PLC,612.42
prod_03439,Integrated Asymmetric Internet Solution,cat_011,Spence PLC,612.2
prod_01047,User-Friendly User-Facing Success,cat_003,Bush Inc,611.13
prod_04782,Distributed Web-Enabled Moderator,cat_004,Kelly-Santiago,610.22
prod_00211,Reverse-Engineered Didactic Emulation,cat_021,Mitchell-Kim,610.17
prod_01996,Open-Source Incremental Knowledgebase,cat_013,Smith Ltd,607.6800000000001
prod_03989,Inverse 3Rdgeneration Methodology,cat_016,Wright-Leblanc,607.14
prod_03938,Right-Sized Multi-State Forecast,cat_006,"Ellis, Baker and Wright",603.54
prod_01206,Customer-Focused Empowering Process Improvement,cat_018,Phillips Inc,601.96
prod_03125,Robust Eco-Centric Leverage,cat_014,"Anderson, Walls and Duncan",599.5
prod_01569,Total Full-Range Infrastructure,cat_009,Skinner-Romero,595.77
prod_03564,Organic Modular Parallelism,cat_001,Baldwin Ltd,595.62
prod_01250,Fully-Configurable 24/7 Analyzer,cat_022,Preston Ltd,594.66
prod_04560,De-Engineered Disintermediate Migration,cat_002,James LLC,592.74
prod_01845,Reverse-Engineered Analyzing Matrix,cat_015,Owens-Daniel,590.5
prod_04195,Re-Contextualized Tangible Benchmark,cat_023,King-Odonnell,589.66
prod_04701,Focused Full-Range Artificial Intelligence,cat_005,Cameron-Parsons,587.04
prod_04072,Proactive Uniform Initiative,cat_022,Preston Ltd,586.08
prod_02183,Multi-Tiered 4Thgeneration Conglomeration,cat_022,Preston Ltd,584.38
prod_03703,Innovative Systematic Infrastructure,cat_014,"Anderson, Walls and Duncan",584.28
prod_02705,Upgradable Clear-Thinking Knowledgebase,cat_015,Owens-Daniel,583.98
prod_02212,Automated System-Worthy Portal,cat_006,"Ellis, Baker and Wright",582.96
prod_04817,Object-Based Demand-Driven Instruction Set,cat_021,Mitchell-Kim,580.5
prod_00673,Mandatory Systemic Task-Force,cat_001,Baldwin Ltd,580.11
prod_01137,Ergonomic 5Thgeneration Toolset,cat_020,"Brewer, Bryant and Hickman",577.76
prod_02922,Seamless Tangible Task-Force,cat_000,"Rodriguez, Figueroa and Sanchez",575.22
prod_04673,Polarized Actuating Interface,cat_017,Hancock Inc,574.81
prod_04607,Upgradable Interactive Website,cat_004,Kelly-Santiago,574.65
prod_02322,Streamlined Executive Superstructure,cat_022,Preston Ltd,573.84
prod_04716,Managed Responsive Parallelism,cat_024,"Patterson, Smith and Jones",571.98
prod_02458,Quality-Focused Zero Administration Capability,cat_002,James LLC,571.65
prod_04506,User-Centric Reciprocal Migration,cat_020,"Brewer, Bryant and Hickman",566.02
prod_01129,Sharable 24Hour Website,cat_003,Bush Inc,563.34
prod_04721,Re-Contextualized Web-Enabled Standardization,cat_003,Bush Inc,561.4
prod_01941,Innovative Foreground Parallelism,cat_022,Preston Ltd,560.69
prod_04393,Optimized Well-Modulated Open Architecture,cat_019,Powell PLC,559.5
prod_01314,Cross-Group Directional Internet Solution,cat_015,Owens-Daniel,557.64
prod_04581,Organic Uniform Frame,cat_013,Smith Ltd,555.56
prod_02805,Fundamental Asynchronous Concept,cat_008,Rodriguez-Graham,554.58
prod_01541,Progressive Systemic Analyzer,cat_016,Wright-Leblanc,551.18
prod_03006,Organized Zero Tolerance Instruction Set,cat_019,Powell PLC,548.24
prod_04556,Visionary Background Alliance,cat_004,Kelly-Santiago,547.58
prod_03778,Fully-Configurable Mobile Open System,cat_003,Bush Inc,547.58
prod_00585,Down-Sized Intermediate Focus Group,cat_004,Kelly-Santiago,545.02
prod_00836,Intuitive Upward-Trending Workforce,cat_019,Powell PLC,543.69
prod_03477,De-Engineered Bandwidth-Monitored Emulation,cat_017,Hancock Inc,541.48
prod_04734,Team-Oriented Multimedia Secured Line,cat_017,Hancock Inc,539.22
prod_02161,Multi-Layered Stable Concept,cat_006,"Ellis, Baker and Wright",535.61
prod_04601,Stand-Alone Methodical Conglomeration,cat_022,Preston Ltd,533.5
prod_01782,Compatible Stable System Engine,cat_008,Rodriguez-Graham,533.29
prod_04526,Grass-Roots Needs-Based Conglomeration,cat_001,Baldwin Ltd,532.92
prod_02226,Universal Exuding Infrastructure,cat_008,Rodriguez-Graham,532.32
prod_04741,Diverse Stable Secured Line,cat_008,Rodriguez-Graham,528.96
prod_03279,User-Friendly Multi-Tasking Hub,cat_020,"Brewer, Bryant and Hickman",528.8
prod_03793,Right-Sized Leadingedge Task-Force,cat_016,Wright-Leblanc,528.45
prod_02093,Multi-Tiered Radical Help-Desk,cat_021,Mitchell-Kim,528.02
prod_01344,Pre-Emptive Radical Monitoring,cat_021,Mitchell-Kim,525.86
prod_04564,Operative Web-Enabled Knowledge User,cat_006,"Ellis, Baker and Wright",524.16
prod_00098,Triple-Buffered National Capacity,cat_010,Burns-Rodriguez,522.36
prod_04145,Cross-Platform Clear-Thinking Synergy,cat_000,"Rodriguez, Figueroa and Sanchez",522.26
prod_02113,Ergonomic Full-Range Artificial Intelligence,cat_009,Skinner-Romero,522.24
prod_01519,Down-Sized 5Thgeneration Solution,cat_006,"Ellis, Baker and Wright",519.16
prod_02005,Organized Secondary Database,cat_004,Kelly-Santiago,513.12
prod_03706,Proactive 3Rdgeneration Process Improvement,cat_006,"Ellis, Baker and Wright",511.37
prod_03672,Operative Intangible Knowledgebase,cat_024,"Patterson, Smith and Jones",509.97
prod_00846,Secured Real-Time Software,cat_011,Spence PLC,508.02
prod_02585,Fully-Configurable Demand-Driven Definition,cat_001,Baldwin Ltd,507.3
prod_01882,Reduced Systemic Project,cat_009,Skinner-Romero,507.06
prod_03614,Seamless Human-Resource Function,cat_021,Mitchell-Kim,503.08
prod_00139,Assimilated Responsive Portal,cat_008,Rodriguez-Graham,502.28
prod_03269,Face-To-Face 3Rdgeneration Strategy,cat_010,Burns-Rodriguez,502.22
prod_01300,Distributed Client-Driven Firmware,cat_008,Rodriguez-Graham,501.48
prod_00429,Ergonomic 3Rdgeneration Intranet,cat_002,James LLC,499.26
prod_04959,Devolved Even-Keeled Leverage,cat_017,Hancock Inc,496.44
prod_03257,Up-Sized Attitude-Oriented Graphical User Interface,cat_001,Baldwin Ltd,495.88
prod_03217,Vision-Oriented Holistic Ability,cat_008,Rodriguez-Graham,494.64
prod_04426,Digitized System-Worthy Open System,cat_004,Kelly-Santiago,493.41
prod_03115,Total Asynchronous Implementation,cat_002,James LLC,492.96
prod_01033,Open-Source Human-Resource Knowledge User,cat_006,"Ellis, Baker and Wright",491.52
prod_01126,User-Friendly Discrete Knowledge User,cat_015,Owens-Daniel,490.61
prod_03415,Compatible Contextually-Based Project,cat_004,Kelly-Santiago,488.32
prod_04130,Balanced Executive Groupware,cat_004,Kelly-Santiago,487.32
prod_04265,Diverse Discrete Support,cat_018,Phillips Inc,487.2
prod_02138,Centralized Clear-Thinking Function,cat_003,Bush Inc,484.38
prod_00884,Triple-Buffered Object-Oriented Core,cat_000,"Rodriguez, Figueroa and Sanchez",482.74
prod_04574,Inverse Foreground Architecture,cat_000,"Rodriguez, Figueroa and Sanchez",482.04
prod_02504,User-Centric High-Level Synergy,cat_018,Phillips Inc,481.98
prod_01308,Visionary Discrete Synergy,cat_007,"Moore, Becker and Carlson",481.16
prod_03399,Implemented System-Worthy Adapter,cat_014,"Anderson, Walls and Duncan",480.45
prod_02493,Seamless Dedicated Array,cat_002,James LLC,479.26
prod_03967,Business-Focused Interactive Product,cat_002,James LLC,479.22
prod_04629,Robust Systemic Local Area Network,cat_021,Mitchell-Kim,478.82
prod_03200,Cross-Platform Contextually-Based Help-Desk,cat_018,Phillips Inc,478.48
prod_01702,Cross-Group Didactic Superstructure,cat_016,Wright-Leblanc,475.2
prod_02727,Profound Impactful Core,cat_015,Owens-Daniel,474.91
prod_01761,Devolved Modular Task-Force,cat_011,Spence PLC,468.18
prod_00376,Integrated Hybrid Structure,cat_001,Baldwin Ltd,467.62
prod_01674,Pre-Emptive Optimizing Secured Line,cat_023,King-Odonnell,467.54
prod_01945,Public-Key 3Rdgeneration Ability,cat_000,"Rodriguez, Figueroa and Sanchez",467.38
prod_01888,Phased Heuristic Portal,cat_019,Powell PLC,466.59
prod_03210,De-Engineered Stable Groupware,cat_007,"Moore, Becker and Carlson",466.46
prod_02240,Inverse Static Synergy,cat_016,Wright-Leblanc,465.06
prod_01710,Enterprise-Wide Homogeneous Frame,cat_004,Kelly-Santiago,461.31000000000006
prod_04000,Future-Proofed High-Level Firmware,cat_010,Burns-Rodriguez,460.8
prod_03345,Self-Enabling Bandwidth-Monitored Groupware,cat_002,James LLC,460.35
prod_01923,Innovative Mobile Website,cat_013,Smith Ltd,459.04
prod_04941,Re-Engineered Holistic Challenge,cat_015,Owens-Daniel,458.4
prod_02849,Assimilated Zero Administration Instruction Set,cat_014,"Anderson, Walls and Duncan",457.99
prod_01464,Self-Enabling System-Worthy Standardization,cat_004,Kelly-Santiago,457.23
prod_02842,Operative Neutral Customer Loyalty,cat_024,"Patterson, Smith and Jones",456.88
prod_02801,Integrated System-Worthy Encoding,cat_007,"Moore, Becker and Carlson",456.7
prod_03686,Intuitive Reciprocal Task-Force,cat_019,Powell PLC,456.24
prod_03580,Enterprise-Wide 4Thgeneration Projection,cat_000,"Rodriguez, Figueroa and Sanchez",455.31
prod_04864,Visionary National Pricing Structure,cat_020,"Brewer, Bryant and Hickman",454.02
prod_04951,Future-Proofed Clear-Thinking Benchmark,cat_007,"Moore, Becker and Carlson",453.22
prod_03969,Networked Foreground Capability,cat_009,Skinner-Romero,450.3
prod_00628,Triple-Buffered Didactic Database,cat_008,Rodriguez-Graham,449.03
prod_04693,Focused Bandwidth-Monitored Knowledge User,cat_011,Spence PLC,448.71
prod_03994,Open-Architected Even-Keeled Encryption,cat_022,Preston Ltd,445.22
prod_00448,Business-Focused Static Moderator,cat_012,Carney-Santos,445.22
prod_00219,Customer-Focused Local Middleware,cat_008,Rodriguez-Graham,444.84
prod_01170,Persevering Bottom-Line Standardization,cat_019,Powell PLC,443.62
prod_04311,Assimilated 6Thgeneration Policy,cat_019,Powell PLC,443.25
prod_01425,Managed Grid-Enabled Open Architecture,cat_001,Baldwin Ltd,442.99
prod_00258,Enhanced Clear-Thinking Implementation,cat_014,"Anderson, Walls and Duncan",442.89
prod_01010,Triple-Buffered Coherent Analyzer,cat_005,Cameron-Parsons,442.41
prod_01563,Stand-Alone Mobile Benchmark,cat_015,Owens-Daniel,440.73
prod_03733,Ergonomic Methodical Customer Loyalty,cat_005,Cameron-Parsons,439.29
prod_03073,Mandatory Scalable Analyzer,cat_006,"Ellis, Baker and Wright",438.04
prod_02315,Team-Oriented Exuding Middleware,cat_023,King-Odonnell,437.95
prod_01043,Synergistic Upward-Trending Project,cat_022,Preston Ltd,437.68
prod_02433,Business-Focused Composite Functionalities,cat_005,Cameron-Parsons,436.98
prod_02135,Profound Eco-Centric Help-Desk,cat_018,Phillips Inc,435.86
prod_04063,Cloned Directional Local Area Network,cat_024,"Patterson, Smith and Jones",433.61
prod_04903,Ameliorated Asymmetric Solution,cat_001,Baldwin Ltd,433.43
prod_02993,Reduced 5Thgeneration Protocol,cat_005,Cameron-Parsons,433.04
prod_01104,Synergized Intangible Collaboration,cat_008,Rodriguez-Graham,427.48
prod_02542,Horizontal 3Rdgeneration Function,cat_021,Mitchell-Kim,427.14
prod_04655,Re-Engineered Content-Based Internet Solution,cat_004,Kelly-Santiago,427.04
prod_04067,Managed Responsive Secured Line,cat_006,"Ellis, Baker and Wright",426.29
prod_04928,Multi-Tiered National Success,cat_015,Owens-Daniel,426.22
prod_00625,Enterprise-Wide Scalable Protocol,cat_013,Smith Ltd,425.01
prod_00315,Horizontal Attitude-Oriented Task-Force,cat_019,Powell PLC,423.96
prod_01489,Seamless Object-Oriented Knowledge User,cat_013,Smith Ltd,421.2
prod_00342,Balanced Foreground Function,cat_023,King-Odonnell,421.08
prod_03265,Enterprise-Wide Systematic Forecast,cat_012,Carney-Santos,420.62
prod_03109,User-Centric Global Collaboration,cat_016,Wright-Leblanc,418.77
prod_02992,Reduced Transitional Hardware,cat_002,James LLC,417.64
prod_04310,Phased 6Thgeneration Middleware,cat_007,"Moore, Becker and Carlson",416.82
prod_01443,Customizable Holistic Toolset,cat_001,Baldwin Ltd,415.34
prod_03952,Fundamental Radical Interface,cat_017,Hancock Inc,415.08
prod_04208,Team-Oriented Clear-Thinking Orchestration,cat_010,Burns-Rodriguez,414.88
prod_02943,Vision-Oriented Neutral Frame,cat_021,Mitchell-Kim,412.76
prod_00615,Assimilated Mission-Critical Benchmark,cat_002,James LLC,412.28
prod_04908,Implemented Content-Based Hub,cat_024,"Patterson, Smith and Jones",411.26
prod_01420,De-Engineered Reciprocal Open System,cat_020,"Brewer, Bryant and Hickman",410.46
prod_04571,Assimilated Client-Driven Ability,cat_008,Rodriguez-Graham,409.56
prod_00350,Enterprise-Wide Needs-Based Frame,cat_005,Cameron-Parsons,409.12
prod_00707,Grass-Roots Attitude-Oriented Function,cat_017,Hancock Inc,409.07
prod_00123,Right-Sized 6Thgeneration Internet Solution,cat_022,Preston Ltd,408.56
prod_00408,Horizontal Modular Policy,cat_021,Mitchell-Kim,408.4
prod_02901,Horizontal Directional Customer Loyalty,cat_002,James LLC,407.85
prod_01785,Fundamental Needs-Based Graphical User Interface,cat_017,Hancock Inc,407.1
prod_02854,Virtual Multi-State Knowledgebase,cat_007,"Moore, Becker and Carlson",405.68
prod_01178,De-Engineered Object-Oriented Software,cat_022,Preston Ltd,405.35
prod_04078,Switchable Asymmetric Time-Frame,cat_009,Skinner-Romero,404.44
prod_03244,Pre-Emptive Logistical Hierarchy,cat_001,Baldwin Ltd,400.35
prod_04291,Balanced Interactive Matrix,cat_018,Phillips Inc,398.59
prod_00878,Streamlined Transitional Projection,cat_020,"Brewer, Bryant and Hickman",398.13
prod_03153,Decentralized Next Generation Internet Solution,cat_004,Kelly-Santiago,396.78
prod_04286,User-Centric Client-Driven Application,cat_002,James LLC,395.4
prod_03028,Reduced Multimedia Interface,cat_020,"Brewer, Bryant and Hickman",393.74
prod_02965,Configurable Dynamic Throughput,cat_016,Wright-Leblanc,393.39
prod_00608,Stand-Alone Reciprocal Analyzer,cat_009,Skinner-Romero,391.79
prod_04976,Function-Based Tangible Projection,cat_008,Rodriguez-Graham,391.42
prod_02251,Adaptive Actuating Throughput,cat_009,Skinner-Romero,390.32
prod_01835,Ameliorated Analyzing Artificial Intelligence,cat_019,Powell PLC,390.14
prod_02075,Multi-Layered Needs-Based Concept,cat_019,Powell PLC,390.1
prod_04562,Managed Next Generation Workforce,cat_002,James LLC,389.8
prod_00571,Synergized Optimal Protocol,cat_012,Carney-Santos,388.86
prod_04191,Adaptive Bi-Directional Matrices,cat_007,"Moore, Becker and Carlson",388.83
prod_03157,Multi-Lateral Multi-Tasking Core,cat_023,King-Odonnell,387.48
prod_01965,Cloned Encompassing Project,cat_020,"Brewer, Bryant and Hickman",384.69
prod_04740,Down-Sized Bi-Directional Array,cat_015,Owens-Daniel,383.17
prod_01208,Focused Dynamic Support,cat_024,"Patterson, Smith and Jones",382.02
prod_02145,Synchronized Methodical Solution,cat_002,James LLC,381.14
prod_03760,Future-Proofed Global Customer Loyalty,cat_015,Owens-Daniel,380.88
prod_04947,Grass-Roots Background Portal,cat_015,Owens-Daniel,379.8
prod_02665,Advanced Coherent Knowledgebase,cat_018,Phillips Inc,379.46
prod_03949,Intuitive Fresh-Thinking Encoding,cat_008,Rodriguez-Graham,378.55
prod_04169,Streamlined Global Instruction Set,cat_008,Rodriguez-Graham,377.57
prod_03180,Visionary Composite Toolset,cat_003,Bush Inc,376.2
prod_02921,Front-Line Modular Archive,cat_020,"Brewer, Bryant and Hickman",375.18
prod_04187,Quality-Focused Exuding Neural-Net,cat_007,"Moore, Becker and Carlson",373.8
prod_03472,Quality-Focused Leadingedge Capability,cat_001,Baldwin Ltd,373.21
prod_04299,Reduced Attitude-Oriented Artificial Intelligence,cat_011,Spence PLC,372.52
prod_04982,Monitored Clear-Thinking Policy,cat_013,Smith Ltd,372.15
prod_00311,Multi-Tiered Motivating Moderator,cat_014,"Anderson, Walls and Duncan",371.56
prod_02468,Switchable Eco-Centric Definition,cat_011,Spence PLC,371.14
prod_03589,Realigned Analyzing Software,cat_001,Baldwin Ltd,371.02
prod_03531,Total Scalable Firmware,cat_020,"Brewer, Bryant and Hickman",370.14
prod_00653,Organized Empowering Hardware,cat_009,Skinner-Romero,369.47
prod_04102,Operative Disintermediate Utilization,cat_007,"Moore, Becker and Carlson",368.5
prod_02862,Adaptive Mobile Process Improvement,cat_003,Bush Inc,362.68
prod_00250,Optimized Mobile Portal,cat_013,Smith Ltd,362.38
prod_01472,Customizable Grid-Enabled Matrices,cat_020,"Brewer, Bryant and Hickman",362.13
prod_04583,User-Centric Tertiary Concept,cat_009,Skinner-Romero,360.42
prod_02674,Proactive Solution-Oriented Knowledgebase,cat_016,Wright-Leblanc,359.66
prod_04525,Re-Contextualized 5Thgeneration Algorithm,cat_002,James LLC,359.22
prod_01091,Polarized Demand-Driven Parallelism,cat_017,Hancock Inc,358.29
prod_00462,Stand-Alone Eco-Centric Structure,cat_015,Owens-Daniel,354.82
prod_02210,Organized Scalable Framework,cat_020,"Brewer, Bryant and Hickman",354.7
prod_02518,Proactive Systemic Monitoring,cat_014,"Anderson, Walls and Duncan",354.65
prod_01873,Open-Architected Regional Interface,cat_006,"Ellis, Baker and Wright",353.16
prod_03455,Phased Maximized Instruction Set,cat_009,Skinner-Romero,352.84
prod_02605,Future-Proofed Bi-Directional Benchmark,cat_013,Smith Ltd,352.36
prod_04828,Versatile Leadingedge Graphical User Interface,cat_020,"Brewer, Bryant and Hickman",351.34
prod_02880,Advanced Cohesive Help-Desk,cat_024,"Patterson, Smith and Jones",350.16
prod_00691,Open-Source Reciprocal Software,cat_004,Kelly-Santiago,349.6
prod_01606,Team-Oriented Clear-Thinking Database,cat_010,Burns-Rodriguez,349.3
prod_02224,Persevering Maximized Orchestration,cat_012,Carney-Santos,348.74
prod_04920,Compatible 24/7 Project,cat_017,Hancock Inc,348.18
prod_01269,Synergized Modular Throughput,cat_020,"Brewer, Bryant and Hickman",347.84
prod_01155,Synergistic Tangible Emulation,cat_001,Baldwin Ltd,347.64
prod_03584,Enterprise-Wide Bandwidth-Monitored Function,cat_016,Wright-Leblanc,347.35
prod_03306,Expanded Object-Oriented Local Area Network,cat_020,"Brewer, Bryant and Hickman",347.16
prod_01106,Automated Zero Tolerance Monitoring,cat_001,Baldwin Ltd,347.16
prod_00240,Realigned Zero Administration Process Improvement,cat_012,Carney-Santos,345.42
prod_02050,Configurable Content-Based Process Improvement,cat_006,"Ellis, Baker and Wright",341.2
prod_02846,Profit-Focused Systemic Structure,cat_004,Kelly-Santiago,340.2
prod_03822,Exclusive Web-Enabled Portal,cat_019,Powell PLC,339.68
prod_04952,Implemented Holistic Matrix,cat_001,Baldwin Ltd,336.26
prod_03597,Assimilated Regional Alliance,cat_023,King-Odonnell,336.1
prod_00702,Phased Zero Administration Archive,cat_014,"Anderson, Walls and Duncan",335.44
prod_03715,Networked 5Thgeneration Solution,cat_008,Rodriguez-Graham,333.82
prod_03263,Virtual Intermediate Focus Group,cat_021,Mitchell-Kim,333.38
prod_01683,Enterprise-Wide Demand-Driven Open Architecture,cat_023,King-Odonnell,333.18
prod_02417,Function-Based Empowering Implementation,cat_017,Hancock Inc,332.62
prod_03226,Mandatory Motivating Ability,cat_000,"Rodriguez, Figueroa and Sanchez",332.56
prod_02173,Universal Holistic Moderator,cat_017,Hancock Inc,332.38
prod_00894,Business-Focused Scalable Paradigm,cat_013,Smith Ltd,331.26
prod_01294,Organized Hybrid Ability,cat_008,Rodriguez-Graham,331.04
prod_00963,Intuitive Bottom-Line Methodology,cat_012,Carney-Santos,330.18
prod_02025,Centralized Interactive Capacity,cat_016,Wright-Leblanc,329.73
prod_04628,Fundamental Well-Modulated Neural-Net,cat_001,Baldwin Ltd,329.21
prod_02501,Enterprise-Wide Eco-Centric Matrix,cat_022,Preston Ltd,325.46
prod_02500,Phased Even-Keeled Portal,cat_021,Mitchell-Kim,325.06
prod_02292,Profit-Focused Reciprocal Support,cat_020,"Brewer, Bryant and Hickman",324.98
prod_02263,Balanced Asymmetric Data-Warehouse,cat_002,James LLC,324.56
prod_03738,Total Well-Modulated Archive,cat_011,Spence PLC,321.71
prod_00144,Fully-Configurable Logistical Neural-Net,cat_024,"Patterson, Smith and Jones",321.44
prod_00948,Upgradable Clear-Thinking Matrices,cat_021,Mitchell-Kim,321.14
prod_03885,Networked Holistic Database,cat_021,Mitchell-Kim,319.71
prod_00033,Open-Architected Dynamic Circuit,cat_021,Mitchell-Kim,319.64
prod_04656,Mandatory Demand-Driven Monitoring,cat_012,Carney-Santos,319.59
prod_03844,Expanded Bottom-Line Productivity,cat_013,Smith Ltd,317.39
prod_00274,Re-Contextualized Well-Modulated Paradigm,cat_022,Preston Ltd,317.13
prod_02395,Face-To-Face 3Rdgeneration Parallelism,cat_006,"Ellis, Baker and Wright",315.4
prod_01323,Customizable Static Installation,cat_019,Powell PLC,315.18
prod_02899,Sharable Object-Oriented Open Architecture,cat_018,Phillips Inc,314.58
prod_04776,Diverse Heuristic Paradigm,cat_023,King-Odonnell,314.35
prod_01099,Right-Sized Client-Server Utilization,cat_014,"Anderson, Walls and Duncan",314.04
prod_00225,Inverse Homogeneous Policy,cat_003,Bush Inc,312.9
prod_02642,Multi-Tiered Cohesive Open System,cat_004,Kelly-Santiago,310.2
prod_02612,Cross-Group Fault-Tolerant Access,cat_003,Bush Inc,308.22
prod_04539,Face-To-Face Motivating Benchmark,cat_001,Baldwin Ltd,306.87
prod_02422,Robust Cohesive Instruction Set,cat_018,Phillips Inc,306.48
prod_00517,Realigned Multi-Tasking Challenge,cat_016,Wright-Leblanc,305.43
prod_00368,Devolved Asynchronous Knowledge User,cat_022,Preston Ltd,305.37
prod_04183,Cross-Platform Empowering Throughput,cat_010,Burns-Rodriguez,302.46
prod_00588,Seamless Dedicated Knowledgebase,cat_022,Preston Ltd,301.58
prod_00057,Stand-Alone Interactive Challenge,cat_018,Phillips Inc,301.02
prod_02358,Universal Value-Added Support,cat_005,Cameron-Parsons,299.91
prod_02368,Digitized Explicit Definition,cat_024,"Patterson, Smith and Jones",299.7
prod_00959,Managed Even-Keeled Application,cat_016,Wright-Leblanc,298.58
prod_01247,Exclusive High-Level Application,cat_013,Smith Ltd,295.35
prod_04478,Down-Sized Object-Oriented Moratorium,cat_010,Burns-Rodriguez,295.33
prod_03428,Organic Bottom-Line Implementation,cat_000,"Rodriguez, Figueroa and Sanchez",294.15
prod_01223,Optional Hybrid Encryption,cat_017,Hancock Inc,292.12
prod_04096,Cloned Maximized Portal,cat_015,Owens-Daniel,291.55
prod_02905,Mandatory Contextually-Based Software,cat_020,"Brewer, Bryant and Hickman",291.0
prod_03897,Seamless Incremental Attitude,cat_010,Burns-Rodriguez,290.34
prod_04759,Down-Sized Radical Secured Line,cat_000,"Rodriguez, Figueroa and Sanchez",289.65
prod_01583,Quality-Focused Secondary Function,cat_021,Mitchell-Kim,289.62
prod_03503,Focused Stable Intranet,cat_002,James LLC,289.06
prod_01994,Synchronized Dynamic Collaboration,cat_022,Preston Ltd,287.44
prod_03684,Stand-Alone Impactful Orchestration,cat_011,Spence PLC,283.03
prod_01912,Inverse Coherent Algorithm,cat_005,Cameron-Parsons,282.0
prod_02714,Open-Source Asynchronous Matrix,cat_016,Wright-Leblanc,281.95
prod_03991,Digitized Tertiary Archive,cat_015,Owens-Daniel,277.79
prod_03708,Profound Even-Keeled Model,cat_017,Hancock Inc,277.61
prod_01103,De-Engineered Bi-Directional Adapter,cat_005,Cameron-Parsons,277.54
prod_02970,Enhanced Leadingedge Local Area Network,cat_024,"Patterson, Smith and Jones",277.05
prod_03328,Multi-Layered Non-Volatile Hierarchy,cat_005,Cameron-Parsons,275.87
prod_04910,Reactive Explicit Functionalities,cat_016,Wright-Leblanc,273.63
prod_02323,Multi-Layered Contextually-Based Strategy,cat_014,"Anderson, Walls and Duncan",273.29
prod_03098,Open-Source Next Generation Focus Group,cat_014,"Anderson, Walls and Duncan",273.27
prod_04617,Seamless Transitional Success,cat_007,"Moore, Becker and Carlson",273.0
prod_01584,Ameliorated 5Thgeneration Graphical User Interface,cat_016,Wright-Leblanc,271.09
prod_02897,Self-Enabling 4Thgeneration Conglomeration,cat_018,Phillips Inc,270.6
prod_03301,Self-Enabling Methodical Software,cat_020,"Brewer, Bryant and Hickman",270.06
prod_01580,Pre-Emptive Attitude-Oriented Product,cat_005,Cameron-Parsons,268.32
prod_00024,Horizontal Demand-Driven Internet Solution,cat_021,Mitchell-Kim,265.79
prod_02007,Streamlined Impactful Time-Frame,cat_001,Baldwin Ltd,265.5
prod_03953,Visionary Reciprocal Toolset,cat_012,Carney-Santos,265.29
prod_00909,Face-To-Face System-Worthy Hardware,cat_003,Bush Inc,263.98
prod_04451,Universal Local Challenge,cat_003,Bush Inc,263.75
prod_00564,Managed Human-Resource System Engine,cat_002,James LLC,262.83
prod_00270,Monitored Upward-Trending Project,cat_011,Spence PLC,261.12
prod_00786,Centralized 3Rdgeneration Circuit,cat_014,"Anderson, Walls and Duncan",260.91
prod_04346,Multi-Layered Disintermediate Open Architecture,cat_006,"Ellis, Baker and Wright",260.24
prod_00081,Seamless Static Implementation,cat_013,Smith Ltd,259.74
prod_02082,Object-Based Tangible Capability,cat_017,Hancock Inc,259.66
prod_04298,Up-Sized 4Thgeneration Artificial Intelligence,cat_023,King-Odonnell,259.06
prod_01818,Function-Based Regional Migration,cat_016,Wright-Leblanc,258.37
prod_00189,User-Friendly Global Website,cat_017,Hancock Inc,258.14
prod_00292,Function-Based Uniform Protocol,cat_019,Powell PLC,257.62
prod_01303,Compatible Uniform Graphic Interface,cat_008,Rodriguez-Graham,254.84
prod_00775,Diverse Bandwidth-Monitored Encryption,cat_024,"Patterson, Smith and Jones",253.38
prod_02289,Re-Engineered Local Productivity,cat_008,Rodriguez-Graham,253.27
prod_04142,Realigned Uniform Groupware,cat_006,"Ellis, Baker and Wright",252.72
prod_00660,Synergistic Bandwidth-Monitored Challenge,cat_014,"Anderson, Walls and Duncan",252.68
prod_01594,Right-Sized Reciprocal Definition,cat_006,"Ellis, Baker and Wright",249.39
prod_03701,Re-Contextualized Grid-Enabled Graphical User Interface,cat_023,King-Odonnell,249.3
prod_04748,Quality-Focused Impactful Firmware,cat_024,"Patterson, Smith and Jones",246.8
prod_04235,Fully-Configurable Web-Enabled Secured Line,cat_010,Burns-Rodriguez,246.68
prod_00717,Decentralized Zero Administration Algorithm,cat_010,Burns-Rodriguez,246.25
prod_01295,Horizontal Radical Adapter,cat_023,King-Odonnell,245.49
prod_02598,Universal Empowering Orchestration,cat_011,Spence PLC,244.65
prod_04482,Synergized Foreground Installation,cat_006,"Ellis, Baker and Wright",244.14
prod_03293,Organized Cohesive Conglomeration,cat_013,Smith Ltd,243.64
prod_04501,Quality-Focused Executive Toolset,cat_009,Skinner-Romero,243.03
prod_00569,Assimilated Scalable Flexibility,cat_017,Hancock Inc,242.12
prod_02769,Front-Line Object-Oriented Matrices,cat_010,Burns-Rodriguez,242.01
prod_01108,De-Engineered Real-Time Moratorium,cat_004,Kelly-Santiago,241.9
prod_02950,Customizable 3Rdgeneration Methodology,cat_001,Baldwin Ltd,238.54
prod_03941,Stand-Alone 6Thgeneration Hub,cat_012,Carney-Santos,237.33
prod_02768,Open-Source Scalable Knowledge User,cat_004,Kelly-Santiago,237.32
prod_02309,Total Static Project,cat_024,"Patterson, Smith and Jones",234.69
prod_00093,Up-Sized Content-Based Functionalities,cat_004,Kelly-Santiago,233.84
